date,sku_id,supplier,order_qty,lead_time_days,cost
2025-03-20,SKU012,SUP01,141,3,4935
2025-02-27,SKU008,SUP01,206,13,5150
2025-03-30,SKU002,SUP01,343,8,15435
2025-02-26,SKU005,SUP01,168,4,7224
2025-03-04,SKU019,SUP01,328,3,11152
2025-01-20,SKU017,SUP01,364,8,11648
2025-02-06,SKU014,SUP01,488,14,10736
2025-02-10,SKU010,SUP05,205,13,9635
2025-01-20,SKU002,SUP02,474,10,22278
2025-03-16,SKU008,SUP03,396,12,13860
2025-03-21,SKU010,SUP04,343,6,10290
2025-01-08,SKU020,SUP01,361,14,9747
2025-03-03,SKU014,SUP03,229,8,4580
2025-04-17,SKU006,SUP02,143,10,6149
2025-01-27,SKU019,SUP04,168,5,4704
2025-01-25,SKU012,SUP05,475,7,19000
2025-02-06,SKU002,SUP03,139,8,6116
2025-04-13,SKU014,SUP03,193,6,5018
2025-03-21,SKU004,SUP05,421,9,11367
2025-02-11,SKU002,SUP04,120,3,3000
2025-03-01,SKU012,SUP03,497,10,18389
2025-01-17,SKU009,SUP02,411,7,15207
2025-03-10,SKU016,SUP01,409,5,12679
2025-04-30,SKU014,SUP01,140,11,5460
2025-03-18,SKU008,SUP03,403,13,15314
2025-03-02,SKU010,SUP02,203,13,8932
2025-02-09,SKU020,SUP02,340,9,10200
2025-04-18,SKU010,SUP04,468,5,12168
2025-04-01,SKU003,SUP01,346,10,13840
2025-01-22,SKU019,SUP05,342,4,16758
2025-03-28,SKU011,SUP04,267,14,5340
2025-04-24,SKU002,SUP04,438,9,11388
2025-01-07,SKU001,SUP02,491,11,14239
2025-04-03,SKU001,SUP04,263,12,7101
2025-04-06,SKU014,SUP05,120,3,3120
2025-02-07,SKU009,SUP04,439,10,14487
2025-03-03,SKU020,SUP03,410,7,11480
2025-02-22,SKU009,SUP03,105,9,3255
2025-04-01,SKU004,SUP04,220,14,9240
2025-04-01,SKU017,SUP04,407,10,10582
2025-01-08,SKU009,SUP01,323,5,11951
2025-04-25,SKU011,SUP02,329,11,6909
2025-01-04,SKU005,SUP05,482,3,23136
2025-03-27,SKU014,SUP05,432,8,15120
2025-04-10,SKU006,SUP01,324,8,11664
2025-03-01,SKU004,SUP05,168,11,7224
2025-03-04,SKU019,SUP01,478,12,12906
2025-04-26,SKU004,SUP01,164,4,6560
2025-01-31,SKU014,SUP02,249,4,4980
2025-01-13,SKU008,SUP05,411,6,16440
2025-04-08,SKU017,SUP03,311,3,7775
2025-02-09,SKU014,SUP02,151,12,5134
2025-02-09,SKU011,SUP02,102,13,3366
2025-02-08,SKU019,SUP04,313,9,13459
2025-03-19,SKU004,SUP01,330,11,11220
2025-04-09,SKU005,SUP01,383,10,7660
2025-04-07,SKU016,SUP03,273,10,10374
2025-02-03,SKU010,SUP05,100,4,3800
2025-03-27,SKU017,SUP02,312,10,14976
2025-04-27,SKU014,SUP03,240,14,11760
2025-01-05,SKU010,SUP01,241,8,6989
2025-02-02,SKU011,SUP01,169,12,6084
2025-04-16,SKU005,SUP03,298,10,11324
2025-02-11,SKU019,SUP03,166,13,4150
2025-01-06,SKU015,SUP03,220,13,5940
2025-04-01,SKU008,SUP05,179,5,4833
2025-03-13,SKU013,SUP01,333,7,16317
2025-02-06,SKU017,SUP04,247,8,12103
2025-02-23,SKU001,SUP05,117,9,5616
2025-02-26,SKU015,SUP01,353,13,12355
2025-04-15,SKU007,SUP01,270,13,6750
2025-04-20,SKU015,SUP05,419,10,18017
2025-04-01,SKU004,SUP01,425,12,8500
2025-04-27,SKU005,SUP03,296,8,7104
2025-02-18,SKU012,SUP03,410,7,13120
2025-03-17,SKU019,SUP05,190,8,3800
2025-01-06,SKU013,SUP05,119,6,2856
2025-02-14,SKU009,SUP01,326,13,12714
2025-01-18,SKU015,SUP01,396,8,14652
2025-01-01,SKU007,SUP02,201,9,5025
2025-01-08,SKU002,SUP01,444,13,12432
2025-01-07,SKU009,SUP01,198,4,5940
2025-01-31,SKU016,SUP01,312,3,6864
2025-02-23,SKU019,SUP04,234,8,11232
2025-01-11,SKU018,SUP01,273,8,5733
2025-02-24,SKU011,SUP03,285,12,6555
2025-04-23,SKU010,SUP01,417,13,12093
2025-01-24,SKU005,SUP03,295,5,8555
2025-04-30,SKU013,SUP05,451,13,19393
2025-03-06,SKU011,SUP02,294,3,11172
2025-03-18,SKU016,SUP02,314,12,12246
2025-01-23,SKU019,SUP05,403,8,8866
2025-04-06,SKU012,SUP04,158,8,3476
2025-04-22,SKU016,SUP03,306,11,11934
2025-03-07,SKU006,SUP01,256,12,11520
2025-01-18,SKU015,SUP04,412,9,16480
2025-04-12,SKU015,SUP04,261,7,12789
2025-03-28,SKU004,SUP04,292,10,11680
2025-02-11,SKU015,SUP02,246,14,12054
2025-03-15,SKU012,SUP02,472,13,18408
2025-03-30,SKU009,SUP02,226,7,11074
2025-01-24,SKU007,SUP04,406,10,17458
2025-03-18,SKU003,SUP05,343,10,7203
2025-01-24,SKU010,SUP04,414,5,12006
2025-01-13,SKU005,SUP01,174,12,6612
2025-01-18,SKU017,SUP03,242,10,7502
2025-04-03,SKU017,SUP02,475,7,22800
2025-01-04,SKU011,SUP03,335,10,10720
2025-02-02,SKU004,SUP05,201,7,4824
2025-01-21,SKU010,SUP02,310,4,13950
2025-04-08,SKU016,SUP05,482,7,19762
2025-04-06,SKU009,SUP05,221,11,6188
2025-04-08,SKU007,SUP02,484,6,10164
2025-01-26,SKU012,SUP04,118,6,4366
2025-01-05,SKU018,SUP01,305,6,10980
2025-01-18,SKU010,SUP03,181,6,7059
2025-04-06,SKU015,SUP02,198,11,5940
2025-03-10,SKU014,SUP02,345,5,9315
2025-03-04,SKU013,SUP03,360,6,8280
2025-02-19,SKU019,SUP04,386,11,13124
2025-03-03,SKU012,SUP04,294,7,12936
2025-02-18,SKU005,SUP03,231,7,6006
2025-01-07,SKU007,SUP01,188,9,6392
2025-04-26,SKU004,SUP02,473,14,13717
2025-01-19,SKU015,SUP01,408,8,18768
2025-01-05,SKU013,SUP03,337,10,11121
2025-04-04,SKU015,SUP02,123,13,3198
2025-04-05,SKU017,SUP01,391,9,8602
2025-04-30,SKU020,SUP02,405,10,19845
2025-04-30,SKU001,SUP01,380,4,10260
2025-02-25,SKU020,SUP04,120,13,3480
2025-03-28,SKU001,SUP03,460,5,13800
2025-01-04,SKU005,SUP05,468,4,11232
2025-01-18,SKU017,SUP02,206,3,9270
2025-03-13,SKU008,SUP02,220,9,8800
2025-02-21,SKU006,SUP04,405,14,10530
2025-03-01,SKU018,SUP03,463,9,12038
2025-02-02,SKU010,SUP02,303,5,6666
2025-03-18,SKU013,SUP03,126,5,5922
2025-04-21,SKU009,SUP05,361,8,9747
2025-01-26,SKU011,SUP03,115,11,4830
2025-03-16,SKU016,SUP05,265,13,9540
2025-02-17,SKU020,SUP05,277,3,10249
2025-02-09,SKU010,SUP02,428,10,9844
2025-03-16,SKU010,SUP03,371,5,16695
2025-04-06,SKU019,SUP05,303,13,13332
2025-01-22,SKU015,SUP04,215,10,9030
2025-04-27,SKU016,SUP02,313,3,13146
2025-02-26,SKU005,SUP05,399,9,9576
2025-03-31,SKU004,SUP01,323,8,10659
2025-03-14,SKU004,SUP02,174,6,6960
2025-03-04,SKU016,SUP03,364,3,10920
2025-01-22,SKU006,SUP05,156,11,7332
2025-04-24,SKU012,SUP02,458,11,19694
2025-03-31,SKU020,SUP01,205,14,4305
2025-02-11,SKU003,SUP01,477,8,9540
2025-04-11,SKU014,SUP01,281,6,5620
2025-04-12,SKU007,SUP05,105,12,4515
2025-02-02,SKU008,SUP04,352,13,7392
2025-02-03,SKU002,SUP05,220,10,10780
2025-01-07,SKU016,SUP01,307,4,6754
2025-04-08,SKU019,SUP03,151,7,4681
2025-01-11,SKU020,SUP03,477,8,13833
2025-01-14,SKU001,SUP05,381,10,13335
2025-03-06,SKU014,SUP05,193,12,5597
2025-04-02,SKU004,SUP04,355,8,12070
2025-02-06,SKU010,SUP01,382,12,16426
2025-03-17,SKU004,SUP05,263,11,8679
2025-01-12,SKU013,SUP04,400,9,19600
2025-03-27,SKU002,SUP05,236,12,8496
2025-01-10,SKU020,SUP05,348,3,7308
2025-02-18,SKU013,SUP01,127,3,4826
2025-02-28,SKU014,SUP04,237,4,7821
2025-03-22,SKU005,SUP02,390,12,14820
2025-01-18,SKU020,SUP05,395,8,13430
2025-02-04,SKU009,SUP03,257,13,10023
2025-01-24,SKU014,SUP01,205,4,8200
2025-02-20,SKU007,SUP03,424,7,15688
2025-02-02,SKU012,SUP05,172,12,6880
2025-01-01,SKU012,SUP01,167,9,6513
2025-04-02,SKU005,SUP04,296,9,10656
2025-01-31,SKU012,SUP03,465,5,13950
2025-03-23,SKU010,SUP05,317,11,13631
2025-01-03,SKU001,SUP05,302,5,12080
2025-04-15,SKU011,SUP01,164,11,3608
2025-04-06,SKU010,SUP05,270,7,8370
2025-03-19,SKU012,SUP03,172,14,4472
2025-03-21,SKU007,SUP03,344,4,15824
2025-02-26,SKU003,SUP03,133,12,5985
2025-04-11,SKU008,SUP03,185,11,3885
2025-04-21,SKU008,SUP02,490,5,9800
2025-04-28,SKU002,SUP03,319,7,10527
2025-02-28,SKU008,SUP02,217,3,5642
2025-01-20,SKU001,SUP01,364,13,13832
2025-02-07,SKU007,SUP05,370,6,9250
2025-02-10,SKU015,SUP02,153,9,3825
2025-02-08,SKU017,SUP04,108,13,2376
2025-02-15,SKU006,SUP04,115,9,4025
2025-03-28,SKU009,SUP04,417,10,17931
2025-02-09,SKU006,SUP02,497,4,15904
2025-04-21,SKU003,SUP04,372,6,13020
2025-03-11,SKU008,SUP05,127,6,5715
2025-03-22,SKU003,SUP05,330,6,7920
2025-02-12,SKU018,SUP04,439,8,20633
2025-03-12,SKU004,SUP02,484,3,11616
2025-02-18,SKU003,SUP01,390,11,9360
2025-03-01,SKU010,SUP01,367,8,9542
2025-03-12,SKU004,SUP05,450,4,16650
2025-04-13,SKU010,SUP02,192,10,7296
2025-01-29,SKU011,SUP05,489,10,21027
2025-03-15,SKU019,SUP04,241,6,6025
2025-01-04,SKU020,SUP05,403,12,10478
2025-04-02,SKU002,SUP05,293,14,13185
2025-02-10,SKU020,SUP05,294,4,9702
2025-04-14,SKU020,SUP04,276,8,6900
2025-04-24,SKU002,SUP03,154,4,6930
2025-03-04,SKU017,SUP03,187,12,6919
2025-03-26,SKU006,SUP02,372,4,12276
2025-04-16,SKU004,SUP02,217,6,9982
2025-01-19,SKU006,SUP01,299,4,11362
2025-01-18,SKU016,SUP02,419,9,18436
2025-01-17,SKU003,SUP04,125,12,4500
2025-01-09,SKU007,SUP03,319,9,9889
2025-01-17,SKU009,SUP04,491,13,23077
2025-02-11,SKU012,SUP05,356,11,12104
2025-01-24,SKU002,SUP04,103,9,2266
2025-01-16,SKU008,SUP03,394,12,12214
2025-02-13,SKU004,SUP01,297,5,7722
2025-04-28,SKU006,SUP01,171,3,5985
2025-03-08,SKU002,SUP05,214,4,4708
2025-03-16,SKU011,SUP03,287,9,5740
2025-03-04,SKU010,SUP02,349,3,9772
2025-04-24,SKU020,SUP01,412,14,12360
2025-01-17,SKU014,SUP02,117,14,4329
2025-03-04,SKU008,SUP05,381,14,10287
2025-03-25,SKU015,SUP05,218,10,7848
2025-04-25,SKU006,SUP01,487,11,12662
2025-01-17,SKU018,SUP02,155,9,5115
2025-02-23,SKU014,SUP02,121,11,3388
2025-03-31,SKU010,SUP02,147,12,6174
2025-01-11,SKU010,SUP04,241,11,11327
2025-03-18,SKU006,SUP03,420,13,14280
2025-02-08,SKU011,SUP01,172,12,6020
2025-04-17,SKU017,SUP05,194,14,5432
2025-02-13,SKU019,SUP02,259,5,6216
2025-02-13,SKU006,SUP04,413,12,14868
2025-02-08,SKU007,SUP05,284,13,5964
2025-02-22,SKU002,SUP02,287,13,8036
2025-04-13,SKU004,SUP03,193,10,5790
2025-04-01,SKU020,SUP01,351,12,17199
2025-02-20,SKU010,SUP04,266,6,7714
2025-04-02,SKU009,SUP02,355,11,14555
2025-01-10,SKU008,SUP03,315,11,9765
2025-04-21,SKU016,SUP02,309,13,11124
2025-03-15,SKU002,SUP03,246,6,9594
2025-02-21,SKU002,SUP03,436,14,21364
2025-01-05,SKU002,SUP01,133,8,5187
2025-04-20,SKU015,SUP02,447,4,13857
2025-04-13,SKU016,SUP03,390,9,10530
2025-04-13,SKU003,SUP03,314,5,15072
2025-01-18,SKU007,SUP03,104,9,3328
2025-02-03,SKU018,SUP04,199,10,5970
2025-03-06,SKU009,SUP04,496,8,23808
2025-01-09,SKU014,SUP04,167,10,6012
2025-04-28,SKU005,SUP03,231,10,8085
2025-01-11,SKU002,SUP01,480,4,20160
2025-04-01,SKU013,SUP03,102,4,3570
2025-03-06,SKU007,SUP03,377,12,16211
2025-01-06,SKU014,SUP03,217,9,8680
2025-02-26,SKU019,SUP01,162,3,6480
2025-04-19,SKU020,SUP01,128,13,2560
2025-02-14,SKU020,SUP01,230,6,8280
2025-02-06,SKU006,SUP01,334,12,11022
2025-03-01,SKU013,SUP04,423,6,20727
2025-02-18,SKU018,SUP03,461,7,17057
2025-02-20,SKU009,SUP05,456,5,9120
2025-03-24,SKU006,SUP02,367,14,13212
2025-04-01,SKU002,SUP05,350,14,16450
2025-02-14,SKU005,SUP05,244,7,10492
2025-02-27,SKU019,SUP04,202,9,7272
2025-04-17,SKU006,SUP05,207,11,4968
2025-02-25,SKU010,SUP03,349,12,11168
2025-02-04,SKU017,SUP02,328,12,13776
2025-01-16,SKU011,SUP04,482,11,16388
2025-03-17,SKU016,SUP04,350,7,8050
2025-03-07,SKU019,SUP04,261,3,9657
2025-03-01,SKU008,SUP04,141,4,5781
2025-04-01,SKU011,SUP03,218,3,5668
2025-04-02,SKU008,SUP01,145,10,5510
2025-02-09,SKU019,SUP04,474,10,13746
2025-01-22,SKU010,SUP04,235,9,10575
2025-01-15,SKU008,SUP05,269,9,13181
2025-04-25,SKU003,SUP01,147,9,4557
2025-04-07,SKU016,SUP03,382,3,9550
2025-03-07,SKU007,SUP05,435,8,17400
2025-03-15,SKU004,SUP01,347,7,11104
2025-03-22,SKU008,SUP01,210,14,7980
2025-02-05,SKU006,SUP02,431,12,18964
2025-03-09,SKU006,SUP01,209,11,8569
2025-04-27,SKU003,SUP05,498,5,11952
2025-02-14,SKU015,SUP01,329,9,12173
2025-02-04,SKU009,SUP04,110,14,4730
2025-04-17,SKU008,SUP01,325,6,7475
2025-02-03,SKU002,SUP05,224,8,8960
2025-02-21,SKU006,SUP04,252,13,11340
2025-04-21,SKU003,SUP04,477,6,17172
2025-02-07,SKU002,SUP04,240,7,11280
2025-03-29,SKU019,SUP01,284,14,5680
2025-03-07,SKU001,SUP05,487,4,20454
2025-01-24,SKU009,SUP05,449,5,8980
2025-01-31,SKU013,SUP05,136,13,3128
2025-03-26,SKU012,SUP03,177,13,7257
2025-02-11,SKU010,SUP05,415,13,11620
2025-02-27,SKU002,SUP01,475,6,12825
2025-02-25,SKU020,SUP04,368,9,9200
2025-03-22,SKU006,SUP03,486,11,19440
2025-01-28,SKU015,SUP01,154,12,5236
2025-01-01,SKU008,SUP04,397,4,9131
2025-01-08,SKU004,SUP02,215,6,7525
2025-01-30,SKU012,SUP02,220,13,4620
2025-03-21,SKU019,SUP04,359,3,11129
2025-01-31,SKU016,SUP03,197,12,5122
2025-03-11,SKU001,SUP03,111,10,3108
2025-01-01,SKU005,SUP02,153,10,6579
2025-01-26,SKU010,SUP05,139,14,4865
2025-01-12,SKU003,SUP02,296,11,11544
2025-04-05,SKU016,SUP03,393,6,12969
2025-01-20,SKU005,SUP03,396,6,10296
2025-03-04,SKU005,SUP05,306,11,9792
2025-02-13,SKU015,SUP02,317,5,13948
2025-01-24,SKU019,SUP02,116,7,5568
2025-01-04,SKU010,SUP05,316,8,15484
2025-04-03,SKU011,SUP03,350,13,13300
2025-03-27,SKU004,SUP05,281,11,10678
2025-01-17,SKU018,SUP04,442,4,20774
2025-01-11,SKU014,SUP05,443,12,15505
2025-01-28,SKU012,SUP01,418,9,12122
2025-03-02,SKU017,SUP02,348,12,9048
2025-04-09,SKU015,SUP05,116,12,2552
2025-03-25,SKU020,SUP05,364,9,13468
2025-04-03,SKU011,SUP03,275,10,12650
2025-03-07,SKU010,SUP03,423,7,19881
2025-04-11,SKU011,SUP04,211,6,8440
2025-04-20,SKU014,SUP04,183,10,8418
2025-04-11,SKU009,SUP05,275,10,6050
2025-02-13,SKU007,SUP01,242,14,9680
2025-04-08,SKU008,SUP04,345,7,16905
2025-03-08,SKU001,SUP02,130,12,3770
2025-01-30,SKU011,SUP02,111,10,5106
2025-03-10,SKU009,SUP03,402,9,14472
2025-02-12,SKU013,SUP01,314,13,8164
2025-03-14,SKU018,SUP02,193,12,5983
2025-01-26,SKU018,SUP05,227,11,6356
2025-02-11,SKU001,SUP03,369,9,16605
2025-01-10,SKU014,SUP03,173,3,3633
2025-04-28,SKU014,SUP02,310,10,8370
2025-03-11,SKU020,SUP01,272,4,11152
2025-03-12,SKU001,SUP05,122,4,4026
2025-02-19,SKU004,SUP05,152,13,3192
2025-03-28,SKU018,SUP04,434,14,19964
2025-03-08,SKU004,SUP05,467,8,9807
2025-04-28,SKU009,SUP04,143,13,6149
2025-03-04,SKU014,SUP01,140,14,6440
2025-03-15,SKU011,SUP02,194,14,6790
2025-02-28,SKU001,SUP05,100,8,2100
2025-03-17,SKU020,SUP02,431,13,18102
2025-01-01,SKU011,SUP02,194,4,6984
2025-03-30,SKU006,SUP03,255,8,6630
2025-01-19,SKU020,SUP02,372,8,12648
2025-03-27,SKU009,SUP02,360,7,15120
2025-03-10,SKU012,SUP02,423,14,14382
2025-01-10,SKU018,SUP05,112,6,3136
2025-01-18,SKU003,SUP03,487,11,21915
2025-02-13,SKU010,SUP02,204,12,5712
2025-01-01,SKU016,SUP02,401,8,13233
